TermKey,AcademicYearKey,AcademicYearSort,TermName,TermSort,GeographyKey,SchoolTypeKey,EducationPhase,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000028,State-funded secondary,State-funded secondary,21965,2897197,144863,81644,63219,0.0500011,0.9499989,3199,0.14564080000000001,270,0.0122923
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000031,State-funded secondary,State-funded secondary,17150,2319568,122073,68423,53650,0.052627499999999994,0.9473725,2635,0.1536443,266,0.0155102
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E10000028,Total,Total,106146,14758431,621113,484379,136734,0.0420853,0.9579147,12148,0.11444610000000001,1160,0.0109283
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E06000021,Special,Special,777,102545,15446,11555,3891,0.1506266,0.8493734,307,0.3951094,73,0.09395110000000001
2020/21|Autumn term,2020/21,2020,Autumn term,1,NAT|E92000001,State-funded primary,State-funded primary,3857493,527419271,19408597,13912081,5496516,0.036799200000000004,0.9632008,380756,0.09870559999999999,34357,0.0089066
2020/21|Autumn term,2020/21,2020,Autumn term,1,REG|E12000002,State-funded primary,State-funded primary,531929,74217689,2638363,1860926,777437,0.035549,0.964451,50387,0.094725,4290,0.008065
2020/21|Autumn term,2020/21,2020,Autumn term,1,REG|E12000003,Total,Total,713519,95350659,4700848,2977157,1723691,0.0493006,0.9506994,99358,0.1392507,11407,0.015987
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000037,Special,Special,609,80336,8156,6630,1526,0.10152359999999999,0.8984764000000001,208,0.3415435,22,0.0361248
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000037,State-funded primary,State-funded primary,12820,1739486,97756,76866,20890,0.0561982,0.9438018,2555,0.199298,70,0.005460199999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000021,State-funded secondary,State-funded secondary,15523,2029982,203705,124695,79010,0.1003482,0.8996518,5022,0.3235199,583,0.0375572
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000021,Total,Total,34425,4542926,357728,239716,118012,0.078744,0.921256,9050,0.2628903,779,0.0226289
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000023,State-funded primary,State-funded primary,10279,1388440,82964,72001,10963,0.0597534,0.9402466,2249,0.2187956,39,0.0037941000000000003
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000023,Total,Total,19193,2559728,180106,150280,29826,0.07036139999999999,0.9296386,4742,0.2470692,205,0.010681000000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000001,Special,Special,230,30702,2488,2079,409,0.0810371,0.9189629,70,0.3043478,5,0.021739099999999997
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000001,State-funded secondary,State-funded secondary,5697,764395,64785,39689,25096,0.08475329999999999,0.9152467,1516,0.266105,149,0.0261541
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000002,Total,Total,20858,2753112,208961,132216,76745,0.0758999,0.9241001,5556,0.2663726,374,0.0179308
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000005,Total,Total,14097,1896899,128865,100462,28403,0.0679346,0.9320654,3383,0.2399801,169,0.0119884
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000011,Special,Special,573,82876,11024,7120,3904,0.133018,0.866982,240,0.4188482,31,0.0541012
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000012,Total,Total,61679,8590771,639906,416997,222909,0.0744876,0.9255124,15078,0.24445920000000002,1225,0.0198609
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000013,Total,Total,22435,3174366,251585,182863,68722,0.0792552,0.9207448,6157,0.2744373,373,0.0166258
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000014,State-funded secondary,State-funded secondary,15222,2150820,205448,155793,49655,0.0955208,0.9044792,4910,0.3225595,397,0.026080700000000002
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000015,State-funded secondary,State-funded secondary,19164,2578728,227935,168075,59860,0.0883905,0.9116095,5825,0.3039553,459,0.0239512
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000002,Total,Total,26091,3575529,235378,183738,51640,0.0658303,0.9341697,5625,0.2155916,326,0.012494700000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000003,State-funded secondary,State-funded secondary,32187,4223289,276280,157832,118448,0.06541820000000001,0.9345818,6614,0.20548670000000002,586,0.0182061
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000003,Total,Total,77307,10243347,628684,405634,223050,0.061374899999999996,0.9386251,15159,0.19608830000000002,1129,0.0146041
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000004,State-funded secondary,State-funded secondary,17338,2246812,185031,123875,61156,0.0823527,0.9176473,4701,0.2711385,415,0.0239359
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000005,State-funded secondary,State-funded secondary,14065,1856991,153793,91452,62341,0.08281840000000001,0.9171815999999999,3856,0.2741557,325,0.023107000000000003
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000006,Total,Total,32615,4405853,336753,222757,113996,0.07643309999999999,0.9235669,8669,0.2657979,592,0.0181512
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000008,State-funded primary,State-funded primary,17892,2491495,129605,97475,32130,0.052019,0.947981,2983,0.16672260000000003,57,0.0031858
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000008,Total,Total,33345,4594444,305093,210465,94628,0.0664048,0.9335952,7337,0.220033,419,0.0125656
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000010,State-funded primary,State-funded primary,22752,3137696,175793,140078,35715,0.0560261,0.9439739,4492,0.1974332,86,0.0037799
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000006,Total,Total,17363,2434470,183995,136833,47162,0.0755791,0.9244209,4596,0.2647008,243,0.013995299999999999
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000033,Total,Total,30960,4350443,176154,127522,48632,0.040491,0.959509,3201,0.1033915,189,0.006104699999999999
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000036,Special,Special,455,64937,8344,6347,1997,0.1284938,0.8715062,152,0.3340659,29,0.06373630000000001
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000011,Total,Total,38839,5561413,234067,178320,55747,0.042087700000000006,0.9579123,4186,0.1077783,233,0.0059991
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000012,Special,Special,286,44443,3897,3675,222,0.08768530000000001,0.9123147,81,0.2832168,5,0.0174825
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000023,Special,Special,714,101100,8399,7102,1297,0.0830762,0.9169238,168,0.23529409999999998,16,0.022409
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000014,State-funded secondary,State-funded secondary,9201,1317257,65805,47493,18312,0.0499561,0.9500439,1197,0.1300946,110,0.0119552
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000014,Total,Total,21439,3076053,128336,94489,33847,0.041721,0.958279,2194,0.1023369,146,0.00681
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000018,State-funded primary,State-funded primary,47503,7241019,244565,191598,52967,0.0337749,0.9662251,3597,0.0757215,137,0.002884
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000019,Special,Special,1720,238174,28979,24015,4964,0.1216716,0.8783284,524,0.3046512,133,0.07732560000000001
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000019,Total,Total,90230,12659150,555628,437039,118589,0.043891400000000004,0.9561086,10249,0.11358750000000001,706,0.0078244
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000021,State-funded secondary,State-funded secondary,42152,5758741,271126,194448,76678,0.0470808,0.9529192,5177,0.1228174,465,0.011031500000000001
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000026,State-funded secondary,State-funded secondary,19082,2656557,130933,91473,39460,0.0492867,0.9507133,2498,0.13090870000000002,204,0.0106907
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000024,Total,Total,26508,3764950,167619,130040,37579,0.0445209,0.9554791,2936,0.11075900000000001,220,0.0082994
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000025,Total,Total,34232,4848120,201843,146788,55055,0.041633300000000005,0.9583667,3534,0.1032367,317,0.0092603
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E06000054,Special,Special,603,78294,7343,6630,713,0.0937875,0.9062125,153,0.2537313,26,0.0431177
2018/19|Autumn term,2018/19,2018,Autumn term,1,NAT|E92000001,State-funded primary,State-funded primary,3879622,545572496,20118748,14697094,5421654,0.036876400000000004,0.9631236,356806,0.0919693,14856,0.0038291999999999996
2018/19|Autumn term,2018/19,2018,Autumn term,1,REG|E12000002,Special,Special,15177,2144913,211779,161140,50639,0.0987355,0.9012645,4118,0.2713316,661,0.0435527
2018/19|Autumn term,2018/19,2018,Autumn term,1,REG|E12000003,State-funded secondary,State-funded secondary,298801,41664353,2194644,1386831,807813,0.052674399999999996,0.9473256,41997,0.1405517,4056,0.0135743
2018/19|Autumn term,2018/19,2018,Autumn term,1,REG|E12000004,Special,Special,7977,1124520,113734,90481,23253,0.10114000000000001,0.89886,2248,0.2818102,367,0.0460073
2018/19|Autumn term,2018/19,2018,Autumn term,1,REG|E12000006,Special,Special,10449,1429024,138351,113626,24725,0.096815,0.903185,2860,0.2737104,434,0.0415351
2018/19|Autumn term,2018/19,2018,Autumn term,1,REG|E12000008,Total,Total,1098748,152093262,6444062,4859813,1584249,0.0423691,0.9576309,116481,0.10601250000000001,7983,0.0072655
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000021,Total,Total,33882,4487333,267505,157093,110412,0.0596134,0.9403866,6034,0.1780887,724,0.021368299999999996
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000022,State-funded primary,State-funded primary,12601,1796613,51713,38034,13679,0.0287836,0.9712164,894,0.0709468,62,0.0049202000000000004
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000023,State-funded primary,State-funded primary,10110,1360902,47520,38924,8596,0.034918,0.965082,994,0.09831849999999999,54,0.005341200000000001
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E06000003,Special,Special,311,44108,5142,4272,870,0.1165775,0.8834225,74,0.2379421,27,0.08681670000000001
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000011,State-funded primary,State-funded primary,11291,1594668,69533,41299,28234,0.0436034,0.9563966,1435,0.1270924,75,0.0066425
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000012,Total,Total,60552,8305505,465807,269673,196134,0.0560841,0.9439159,10134,0.1673603,1050,0.017340500000000002
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000001,State-funded primary,State-funded primary,24434,3330115,109457,80380,29077,0.032868800000000004,0.9671312,2213,0.0905705,157,0.0064255
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000002,Total,Total,26036,3475884,142256,105305,36951,0.04092660000000001,0.9590734,3009,0.1155707,263,0.0101014
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000004,State-funded primary,State-funded primary,21217,2950498,120398,74940,45458,0.040805999999999995,0.959194,2459,0.1158976,236,0.0111232
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000004,Total,Total,38946,5335052,272916,164227,108689,0.051155299999999994,0.9488447,5764,0.1479998,650,0.016689799999999998
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000008,Special,Special,580,78175,7349,5238,2111,0.09400700000000001,0.905993,137,0.2362069,29,0.05
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000008,State-funded primary,State-funded primary,18159,2581348,79390,50240,29150,0.0307552,0.9692448,1253,0.0690016,103,0.0056721
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000008,Total,Total,31537,4452895,176904,107894,69010,0.0397279,0.9602721,3098,0.0982338,312,0.0098931
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000010,State-funded primary,State-funded primary,22992,3236310,109342,76742,32600,0.033786000000000004,0.966214,2027,0.0881611,155,0.0067415
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000010,State-funded secondary,State-funded secondary,18986,2648974,145477,99065,46412,0.0549182,0.9450818,2951,0.1554303,299,0.0157484
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E08000010,Total,Total,42692,5987484,267847,184357,83490,0.044734499999999996,0.9552655,5197,0.1217324,511,0.0119695
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E10000017,State-funded primary,State-funded primary,85376,12005725,393367,300723,92644,0.032765,0.967235,7198,0.08430939999999999,648,0.00759
2020/21|Autumn term,2020/21,2020,Autumn term,1,LA|E06000008,Total,Total,24257,3318281,160410,115550,44860,0.048341300000000004,0.9516587,3501,0.1443295,375,0.0154595
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000022,State-funded primary,State-funded primary,12494,1740567,96705,77451,19254,0.055559500000000005,0.9444405,2378,0.19033139999999998,43,0.0034417
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000022,State-funded secondary,State-funded secondary,12412,1652136,129479,105009,24470,0.0783707,0.9216293,3636,0.2929423,156,0.0125685
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000023,State-funded secondary,State-funded secondary,8379,1099549,90133,72498,17635,0.0819727,0.9180273,2307,0.2753312,153,0.0182599
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000003,Special,Special,352,48138,6390,5104,1286,0.1327434,0.8672565999999999,127,0.3607955,24,0.0681818
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000003,Total,Total,18272,2486365,180968,130188,50780,0.0727842,0.9272158,4596,0.2515324,306,0.0167469
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000004,State-funded primary,State-funded primary,14994,2059013,111613,87987,23626,0.054207,0.945793,2836,0.18914229999999999,76,0.005068700000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000005,Special,Special,294,39052,3464,1608,1856,0.0887022,0.9112978,81,0.27551020000000004,8,0.027210899999999996
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000013,Special,Special,364,52641,6599,5110,1489,0.1253586,0.8746414,127,0.3489011,15,0.0412088
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000013,State-funded secondary,State-funded secondary,9476,1312302,129721,87628,42093,0.09885,0.90115,3216,0.3393837,296,0.0312368
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000015,Special,Special,1127,153913,19232,15516,3716,0.1249537,0.8750462999999999,423,0.3753327,63,0.0559006
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000001,State-funded primary,State-funded primary,24536,3385499,177459,140067,37392,0.0524174,0.9475826,4084,0.1664493,118,0.0048093
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000004,Special,Special,916,124882,18945,15361,3584,0.1517032,0.8482968,396,0.4323144,77,0.0840611
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000004,Total,Total,39429,5265944,363896,255792,108104,0.0691037,0.9308963,8934,0.2265845,618,0.0156737
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000007,Special,Special,726,105188,13166,10949,2217,0.1251664,0.8748336,268,0.369146,33,0.045454499999999995
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000007,State-funded primary,State-funded primary,21458,3086493,173828,142924,30904,0.056318900000000005,0.9436811,3956,0.1843601,103,0.0048001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000009,Special,Special,757,104040,10984,7964,3020,0.1055748,0.8944252,249,0.32893,36,0.0475561
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000010,Total,Total,41744,5701191,404316,311209,93107,0.0709178,0.9290822,10371,0.24844290000000002,501,0.012001699999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000017,Total,Total,156803,21496851,1419475,1138876,280599,0.0660318,0.9339682,34598,0.22064630000000002,1991,0.012697499999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000049,Total,Total,47333,6508797,459067,385677,73390,0.0705302,0.9294698,11594,0.2449454,659,0.0139226
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000050,Total,Total,43803,6039287,431901,355813,76088,0.0715152,0.9284848,10955,0.250097,573,0.0130813
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000006,State-funded primary,State-funded primary,30556,4272720,241639,208730,32909,0.0565539,0.9434461,5829,0.1907645,72,0.0023563
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000006,State-funded secondary,State-funded secondary,27224,3716672,337049,276312,60737,0.0906857,0.9093143,8950,0.328754,570,0.0209374
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000016,Total,Total,30589,4169903,301039,209027,92012,0.0721933,0.9278067,7929,0.2592108,453,0.0148092
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000018,State-funded secondary,State-funded secondary,17569,2407140,204728,132511,72217,0.0850503,0.9149497,5173,0.2944391,411,0.0233935
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000032,State-funded primary,State-funded primary,45919,6158591,366958,250067,116891,0.059584700000000004,0.9404153,8941,0.1947124,445,0.009691
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000033,Special,Special,374,46496,4921,4390,531,0.1058371,0.8941629,118,0.315508,11,0.029411800000000002
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000035,State-funded secondary,State-funded secondary,47663,6205971,487646,302509,185137,0.0785769,0.9214230999999999,11826,0.24811699999999998,1264,0.026519499999999998
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000011,Special,Special,282,36112,3773,3364,409,0.1044805,0.8955195,114,0.40425530000000004,4,0.0141844
